valor,absoluta,relativa
EIXO CRITICO,171,0.5213414634146342
EIXO DECISAO,127,0.3871951219512195
<NA>,27,0.08231707317073171
SUTURA,2,0.006097560975609756
EIXO ISOLAMENTO,1,0.003048780487804878
