valor,absoluta,relativa
ALTA,145,0.4420731707317073
INTERNAMENTO,117,0.3567073170731707
ENCAMINHAMENTO,48,0.14634146341463414
OBITO,17,0.051829268292682924
OUTRO,1,0.003048780487804878
